ZoneNumber,day_of_week,hour_of_day,avg_active_cars
4269,2,18,1
4269,2,19,1
4269,3,9,1
4269,3,10,1
4269,3,11,1
4269,3,12,1.5
4269,3,13,1
4269,3,14,1
4269,3,15,1.33
4269,3,18,1
4269,4,8,1.33
4269,4,9,1.67
4269,4,10,1.5
4269,4,11,1.67
4269,4,12,1.67
4269,4,13,2.67
4269,4,14,2.33
4269,4,15,1.5
4269,4,16,1
4269,4,18,1
4269,4,20,1
4269,5,8,1
4269,5,9,1.5
4269,5,10,1.5
4269,5,11,1
4269,5,12,1
4269,5,13,1
4269,5,14,1.2
4269,5,15,1.4
4269,5,16,1.5
4269,5,17,1
4269,5,18,1
4269,6,8,1
4269,6,9,1
4269,6,11,1
4269,6,13,1
4269,6,14,1
4269,6,15,1.25
4269,6,16,1
4269,6,17,1
4269,6,18,1
4269,6,19,1
4269,6,20,1
4269,7,11,1
4269,7,15,1
4271,1,9,1
4271,1,11,1
4271,2,8,1
4271,2,11,1
4271,2,12,1
4271,2,14,1
4271,2,15,1
4271,3,10,2
4271,3,11,1
4271,3,12,2
4271,3,13,1
4271,3,14,1
4271,3,18,1
4271,4,11,1
4271,4,12,1
4271,4,13,1
4271,4,14,1
4271,4,15,1
4271,4,16,1
4271,5,8,1
4271,5,9,1
4271,5,10,1
4271,5,11,1
4271,5,12,1
4271,5,14,1
4271,6,9,1
4271,6,10,1
4271,6,11,1
4271,7,9,1
4271,7,10,1
4272,1,8,2
4272,1,9,1.5
4272,1,10,2
4272,1,11,1.5
4272,1,12,2.33
4272,1,13,1.33
4272,1,14,1.5
4272,1,15,1
4272,1,16,1.33
4272,1,17,1.5
4272,1,18,1
4272,1,19,1
4272,1,20,1
4272,2,8,1.5
4272,2,9,1
4272,2,10,1
4272,2,11,1
4272,2,12,1.33
4272,2,13,1
4272,2,14,1
4272,2,18,1
4272,2,19,1
4272,2,20,1
4272,3,8,1
4272,3,9,1
4272,3,10,1
4272,3,12,1
4272,3,13,1.5
4272,3,15,1
4272,3,16,2
4272,3,20,1
4272,4,8,1
4272,4,10,1
4272,4,11,1.5
4272,4,12,1
4272,4,14,1.5
4272,4,15,2
4272,4,16,1
4272,4,17,1
4272,4,18,1
4272,4,19,1
4272,4,20,1
4272,5,8,1.33
4272,5,9,1.67
4272,5,10,2
4272,5,11,1
4272,5,12,1.33
4272,5,13,1
4272,5,16,1
4272,5,17,1
4272,5,18,1
4272,5,19,1
4272,5,20,1
4272,6,8,1
4272,6,9,1
4272,6,10,1
4272,6,13,1
4272,6,14,1
4272,6,16,1
4272,6,17,1
4272,6,18,1
4272,6,19,1
4272,6,20,1
4273,1,8,1.5
4273,1,9,1
4273,1,10,2.75
4273,1,11,2.75
4273,1,12,2.5
4273,1,13,3.67
4273,1,14,1.75
4273,1,15,1.5
4273,1,16,1
4273,2,8,2.25
4273,2,9,3
4273,2,10,2.67
4273,2,11,1.67
4273,2,12,1.5
4273,2,13,1.25
4273,2,14,2
4273,2,15,1
4273,2,16,1
4273,2,17,1
4273,2,18,1
4273,2,20,1
4273,3,8,1.75
4273,3,9,2
4273,3,10,2.25
4273,3,11,2.5
4273,3,12,2.25
4273,3,13,2
4273,3,14,2
4273,3,15,2.33
4273,3,16,1.5
4273,3,17,1
4273,3,18,1
4273,3,19,1
4273,3,20,1
4273,4,8,2.5
4273,4,9,1.67
4273,4,10,1.67
4273,4,11,1.5
4273,4,12,2.5
4273,4,13,2.5
4273,4,14,3
4273,4,15,1.25
4273,4,16,1.5
4273,5,8,2
4273,5,9,1.75
4273,5,10,2.33
4273,5,11,1.8
4273,5,12,1.25
4273,5,13,1.4
4273,5,14,1
4273,5,15,2.33
4273,5,16,1.67
4273,5,17,1
4273,5,18,1
4273,5,19,2
4273,5,20,1
4273,6,8,1.25
4273,6,9,1
4273,6,10,1
4273,6,12,1
4273,6,16,1
4273,7,12,1
4273,7,15,1
4274,1,8,1
4274,1,9,2.67
4274,1,10,1.5
4274,1,11,1.75
4274,1,12,2
4274,1,13,1.67
4274,1,14,2.5
4274,1,15,1
4274,1,17,1
4274,1,18,1
4274,1,19,1
4274,2,8,2.5
4274,2,9,2.25
4274,2,10,2.33
4274,2,11,2
4274,2,12,1.5
4274,2,13,2
4274,2,14,1.5
4274,2,15,1.5
4274,2,16,1
4274,2,17,2
4274,2,18,1
4274,2,19,1
4274,2,20,1
4274,3,8,2.25
4274,3,9,1.5
4274,3,10,3
4274,3,11,1.5
4274,3,12,2
4274,3,13,2.25
4274,3,14,1.25
4274,3,15,1
4274,3,16,2
4274,3,17,1
4274,4,8,2.75
4274,4,9,2.33
4274,4,10,2
4274,4,11,1.67
4274,4,12,1.67
4274,4,13,1.5
4274,4,14,1.5
4274,4,15,1.67
4274,4,16,1.25
4274,4,17,1
4274,4,18,2
4274,5,8,1.5
4274,5,9,3.5
4274,5,10,2.25
4274,5,11,3.5
4274,5,12,2
4274,5,13,2.2
4274,5,14,1.5
4274,5,15,1.67
4274,5,16,1
4274,5,17,1
4274,5,18,1
4274,5,19,1
4274,5,20,1
4274,6,8,2
4274,6,9,2
4274,6,10,1
4274,6,11,1
4274,6,13,1
4274,6,14,1
4274,6,15,1
4274,6,16,1
4274,6,17,2
4274,6,18,1
4274,6,19,1
4274,7,8,4
4274,7,10,1
4274,7,11,1
4274,7,15,1
4274,7,19,1
4283,1,8,2.75
4283,1,9,3
4283,1,10,2.5
4283,1,11,2.25
4283,1,12,2.5
4283,1,13,3.33
4283,1,14,1.75
4283,1,15,2.33
4283,1,16,1
4283,1,18,2
4283,1,20,1
4283,2,8,1.5
4283,2,9,2.25
4283,2,10,2
4283,2,11,2.33
4283,2,12,2.25
4283,2,13,2
4283,2,14,2
4283,2,15,1
4283,2,16,1.5
4283,2,17,2
4283,2,18,1
4283,2,19,1
4283,2,20,1.5
4283,3,8,1.25
4283,3,9,1.33
4283,3,10,3.5
4283,3,11,3
4283,3,12,3.5
4283,3,13,1.75
4283,3,14,2.33
4283,3,15,2.5
4283,3,16,1
4283,3,17,1
4283,3,18,1.33
4283,3,19,1
4283,3,20,1
4283,4,8,4.33
4283,4,9,2.25
4283,4,10,3.25
4283,4,11,2.75
4283,4,12,2.25
4283,4,13,1.75
4283,4,14,2.5
4283,4,15,2.33
4283,4,16,3
4283,4,17,1.25
4283,4,18,1.5
4283,5,8,1.6
4283,5,9,2.67
4283,5,10,3.25
4283,5,11,3.5
4283,5,12,3
4283,5,13,2
4283,5,14,2
4283,5,15,2.8
4283,5,16,2
4283,5,17,1.33
4283,5,20,2
4283,6,8,1.5
4283,6,9,1.67
4283,6,10,1
4283,6,11,1.5
4283,6,12,1.5
4283,6,13,1.75
4283,6,14,1
4283,6,15,1
4283,6,16,1
4283,6,17,1
4283,6,18,1.5
4283,6,19,1
4283,7,10,1
4283,7,11,1
4283,7,15,1
4288,1,8,1
4288,1,9,1
4288,1,10,1
4288,1,11,2
4288,1,12,1
4288,1,14,1
4288,1,15,1
4288,1,16,1
4288,1,19,1
4288,2,8,1
4288,2,9,1
4288,2,11,2
4288,2,12,1
4288,2,13,1
4288,2,14,1
4288,2,15,2
4288,2,16,1
4288,2,17,1
4288,2,18,1
4288,2,19,1
4288,2,20,1
4288,3,8,1
4288,3,9,1.33
4288,3,10,1.33
4288,3,11,1.33
4288,3,12,1.67
4288,3,13,1.5
4288,3,14,1
4288,3,15,1
4288,3,18,1
4288,4,8,1
4288,4,9,1.5
4288,4,10,1
4288,4,11,2
4288,4,12,1
4288,4,13,1
4288,4,19,1
4288,5,8,1
4288,5,9,1.33
4288,5,10,1
4288,5,11,1
4288,5,13,1
4288,5,14,1
4288,5,15,1
4288,5,16,1
4288,5,17,1
4288,5,18,1
4288,5,19,1
4288,5,20,1
4288,6,9,1
4288,6,13,1
4288,6,15,1
4288,6,16,1
4288,6,17,1
4288,6,20,1
4288,7,14,1
4293,1,8,1
4293,1,9,1.33
4293,1,10,1
4293,1,11,1.33
4293,1,12,1.5
4293,1,13,1
4293,1,15,2
4293,1,17,1
4293,1,18,1
4293,1,19,1
4293,2,8,1.33
4293,2,9,2
4293,2,10,1.67
4293,2,11,2
4293,2,12,1.5
4293,2,13,1
4293,2,14,1
4293,2,15,1
4293,2,16,1
4293,2,17,1
4293,3,8,1.5
4293,3,9,1
4293,3,10,1
4293,3,11,1
4293,3,12,1
4293,3,13,1
4293,4,8,1
4293,4,10,1
4293,4,11,1
4293,4,15,1
4293,4,16,1
4293,4,17,1
4293,4,18,1
4293,5,8,2.33
4293,5,9,2.5
4293,5,10,2
4293,5,11,3
4293,5,13,2
4293,5,14,1
4293,5,15,1
4293,5,16,1
4293,6,8,1
4293,6,9,1.5
4293,6,10,1
4293,6,11,1
4293,6,12,2
4293,6,15,1
4293,6,16,2
4293,6,17,4
4293,6,18,3
4293,6,19,3
4293,6,20,1
4293,7,8,1
4297,1,8,1
4297,1,9,2.5
4297,1,10,1.75
4297,1,11,1.67
4297,1,12,3
4297,1,13,1.25
4297,1,14,2
4297,1,15,1
4297,1,16,1
4297,1,17,1.67
4297,1,18,2
4297,1,19,1
4297,1,20,1
4297,2,8,2.5
4297,2,9,2.25
4297,2,10,1.33
4297,2,11,1.5
4297,2,12,1
4297,2,13,1.67
4297,2,14,2
4297,2,15,1.67
4297,2,16,1.5
4297,2,17,1.5
4297,2,18,1
4297,2,19,1.5
4297,2,20,1
4297,3,8,1.5
4297,3,9,1.25
4297,3,10,2
4297,3,11,2.33
4297,3,12,2
4297,3,13,3.25
4297,3,14,1.67
4297,3,15,1.5
4297,3,16,1.5
4297,3,17,1.33
4297,3,18,1.5
4297,3,19,1
4297,3,20,2
4297,4,8,1.67
4297,4,9,1.67
4297,4,10,2
4297,4,11,1
4297,4,12,1.75
4297,4,13,2
4297,4,14,1.5
4297,4,15,1.33
4297,4,16,1
4297,4,17,1
4297,4,18,1
4297,4,19,1
4297,4,20,1
4297,5,8,2
4297,5,9,2
4297,5,10,2.25
4297,5,11,1.33
4297,5,12,1.75
4297,5,13,1.5
4297,5,14,1.33
4297,5,15,1
4297,5,16,1
4297,5,17,1
4297,5,18,1
4297,5,19,1
4297,5,20,1
4297,6,8,1.5
4297,6,9,1.25
4297,6,10,1.33
4297,6,11,1.5
4297,6,12,1
4297,6,13,1.33
4297,6,14,1.4
4297,6,15,1.25
4297,6,16,1.67
4297,6,17,1
4297,6,18,1.5
4297,6,19,1
4297,6,20,1
4297,7,8,1
4297,7,9,1
4297,7,10,1
4297,7,11,1
4297,7,12,1
4297,7,13,1
4297,7,14,1
4297,7,15,1
4297,7,16,1
5011,3,8,1
5016,5,9,1
5025,2,8,1
5025,6,8,1
5026,5,9,1
5026,5,11,1
5027,1,10,1
5027,1,11,1
5027,3,12,1
5027,5,11,1
5070,6,10,1
5070,6,12,2
5073,6,12,2
5073,6,13,2
5073,6,14,1.5
5073,6,15,1.67
5073,6,16,1.67
5078,3,8,1
5085,5,18,1
5085,6,8,2
5085,6,9,1.5
5085,6,11,2
5094,6,9,2
5094,6,10,2
5094,6,12,1
5098,5,9,1
5098,5,10,1
6010,1,8,1
6010,1,9,1.33
6010,1,10,1.67
6010,1,11,1.5
6010,1,12,2
6010,1,13,1.67
6010,1,14,2.25
6010,1,15,2
6010,1,16,1
6010,1,17,3.33
6010,1,18,1.5
6010,1,20,1
6010,2,8,2.25
6010,2,9,2
6010,2,10,2.75
6010,2,11,2.33
6010,2,12,1.5
6010,2,13,2
6010,2,14,2.5
6010,2,15,1.33
6010,2,16,1
6010,2,17,1.5
6010,2,18,1.67
6010,2,19,1
6010,2,20,1
6010,3,8,1.75
6010,3,9,1.33
6010,3,10,2.33
6010,3,11,2
6010,3,12,1.5
6010,3,13,2
6010,3,14,2.33
6010,3,15,2
6010,3,16,1.67
6010,3,17,1
6010,3,18,3
6010,3,19,1
6010,3,20,1.5
6010,4,8,1
6010,4,9,1
6010,4,10,2.5
6010,4,11,1.67
6010,4,12,1
6010,4,13,2
6010,4,14,1.67
6010,4,15,1
6010,4,16,1
6010,4,17,1.33
6010,4,18,2
6010,4,19,1
6010,4,20,2
6010,5,8,2.25
6010,5,9,4
6010,5,10,2
6010,5,11,3
6010,5,12,2.5
6010,5,13,2
6010,5,14,2.4
6010,5,15,1.6
6010,5,16,2
6010,5,17,1.25
6010,5,18,1
6010,5,19,1
6010,6,8,4
6010,6,9,1.5
6010,6,10,1.67
6010,6,11,1
6010,6,12,2
6010,6,13,1.6
6010,6,14,1.25
6010,6,15,1.75
6010,6,16,1
6010,6,17,1
6010,6,18,1.67
6010,6,19,1
6010,6,20,1
6010,7,8,1
6010,7,9,2
6010,7,13,1
6010,7,14,2
6012,1,8,4
6012,1,9,1.5
6012,1,10,3
6012,1,11,2
6012,1,12,2
6012,1,13,2.5
6012,1,14,2
6012,1,15,1
6012,1,16,1
6012,1,17,1
6012,1,18,1
6012,1,19,1
6012,2,8,3
6012,2,9,2
6012,2,10,2
6012,2,11,1.5
6012,2,12,2
6012,2,13,1
6012,2,14,1.33
6012,2,15,2
6012,2,16,1.33
6012,2,17,1
6012,2,18,1
6012,3,8,1.5
6012,3,9,1
6012,3,10,1.25
6012,3,11,1.67
6012,3,12,1.33
6012,3,13,1.33
6012,3,14,1.67
6012,3,15,1.33
6012,3,16,1.5
6012,3,17,1.33
6012,3,18,1
6012,3,19,1.5
6012,4,8,2.67
6012,4,9,2.33
6012,4,10,5
6012,4,11,3
6012,4,12,1.33
6012,4,13,1
6012,4,14,1.5
6012,4,15,2
6012,4,16,2
6012,4,17,1
6012,4,18,1
6012,4,19,1
6012,4,20,1
6012,5,8,2
6012,5,9,1.67
6012,5,10,1.67
6012,5,11,2
6012,5,12,1.5
6012,5,13,1.5
6012,5,14,1.5
6012,5,15,2
6012,5,16,1
6012,5,17,1
6012,5,18,1.5
6012,5,19,2
6012,5,20,2
6012,6,8,1.67
6012,6,9,1.33
6012,6,10,1
6012,6,11,1
6012,6,12,1
6012,6,13,2
6012,6,14,1
6012,6,15,2
6012,6,16,1.5
6012,6,17,1.5
6012,6,18,1
6012,6,19,1
6012,6,20,1
6012,7,8,1
6012,7,9,1
6012,7,10,1
6012,7,11,1
6012,7,12,1
6012,7,13,1
6012,7,14,1
6048,1,9,1
6048,1,12,1
6048,1,15,1.5
6048,1,16,1
6048,1,17,1
6048,2,8,1
6048,2,9,1
6048,2,10,3
6048,2,11,1
6048,2,12,1
6048,2,13,1
6048,2,14,1
6048,2,15,1
6048,2,16,1.5
6048,2,20,1
6048,3,8,1
6048,3,9,1
6048,3,10,1
6048,3,13,1
6048,3,19,1
6048,4,10,1
6048,4,11,1
6048,4,12,2
6048,4,13,1
6048,4,14,1.5
6048,4,15,1.5
6048,4,16,1.5
6048,4,17,1.5
6048,4,18,2
6048,4,19,1
6048,5,9,1
6048,5,11,1
6048,5,12,1
6048,5,14,1
6048,5,15,1
6048,5,16,1
6048,5,19,1
6048,6,8,1
6048,6,10,1
6048,6,11,1
6048,6,12,1.5
6048,6,13,1
6048,6,14,1.5
6048,6,15,1.67
6048,6,16,1.5
6048,6,18,1
6048,6,20,1
6048,7,16,1
6085,1,8,1.25
6085,1,9,1.5
6085,1,10,3
6085,1,11,2.33
6085,1,12,1.5
6085,1,13,1
6085,1,14,1
6085,1,15,2
6085,1,16,1
6085,1,17,1
6085,1,18,1
6085,2,8,1
6085,2,9,1.5
6085,2,10,2.5
6085,2,11,1.75
6085,2,12,2.5
6085,2,13,2.5
6085,2,14,1.33
6085,2,15,1
6085,2,16,1.5
6085,2,17,1
6085,2,18,1
6085,3,8,2.33
6085,3,9,1.75
6085,3,10,1.5
6085,3,11,1.67
6085,3,12,2.25
6085,3,13,1.5
6085,3,14,1.75
6085,3,15,2
6085,3,16,2
6085,3,17,2
6085,4,8,1
6085,4,9,1.25
6085,4,10,1.33
6085,4,11,2
6085,4,12,1.75
6085,4,13,1
6085,4,14,1.33
6085,4,15,2
6085,4,16,1
6085,4,18,1
6085,5,8,1.75
6085,5,9,2.25
6085,5,10,2.5
6085,5,11,1
6085,5,12,1.25
6085,5,13,2
6085,5,14,1
6085,5,15,1
6085,5,16,1.33
6085,5,17,1
6085,5,18,1
6085,5,19,1
6085,6,8,1
6085,6,9,1.25
6085,6,10,2.5
6085,6,11,1.5
6085,6,12,1
6085,6,14,1
6085,6,15,1
6085,6,16,1
6085,6,18,1
6085,7,15,1
6086,1,8,1
6086,1,9,3
6086,1,10,1.5
6086,1,11,2
6086,1,12,1.67
6086,1,13,1
6086,1,15,1
6086,1,16,1
6086,1,17,1
6086,1,19,1
6086,1,20,1
6086,2,8,1.5
6086,2,9,1
6086,2,10,3
6086,2,11,1.5
6086,2,12,2
6086,2,15,1
6086,2,16,1
6086,2,17,1.5
6086,2,18,1
6086,2,19,1
6086,2,20,3
6086,3,8,1
6086,3,9,1
6086,3,10,1
6086,3,11,1.5
6086,3,13,1
6086,3,14,1.5
6086,3,15,1
6086,3,17,1
6086,3,18,1
6086,3,19,1
6086,3,20,1
6086,4,8,1.33
6086,4,9,1
6086,4,10,1.5
6086,4,11,1
6086,4,12,1.5
6086,4,13,1
6086,4,14,1
6086,4,16,1
6086,4,17,1
6086,4,18,1
6086,4,19,1
6086,4,20,1
6086,5,8,1
6086,5,9,1
6086,5,10,1
6086,5,11,1
6086,5,12,1
6086,5,13,1.5
6086,5,14,1
6086,5,17,1
6086,5,19,1
6086,6,8,1
6086,6,9,1
6086,6,10,1.67
6086,6,11,1.75
6086,6,12,1.75
6086,6,13,1.5
6086,6,14,1
6086,6,15,2
6086,6,16,1
6086,6,17,1.33
6086,6,18,1.5
6086,6,19,1
6086,6,20,1
6087,2,11,1
6087,2,12,1
6087,2,14,2
6087,2,15,1
6087,2,16,1
6087,3,14,1
6087,3,15,1
6087,4,11,1
6087,4,12,1
6087,4,13,1
6087,4,14,1
6087,4,15,1
6087,4,16,1
6087,5,14,1
6087,5,17,1
6087,6,10,1
6087,6,11,1
6089,1,13,1
6089,1,17,1
6089,2,16,1
6089,3,9,1
6089,3,10,1
6089,3,11,1
6089,3,12,1
6089,3,13,1
6089,3,14,1
6089,3,15,1
6089,3,16,1
6089,3,17,1
6089,4,8,1
6089,4,10,2
6089,4,11,2
6089,4,12,1
6089,4,13,1
6089,5,13,1
6089,5,14,1
6089,5,15,1
6089,5,16,1
6089,6,8,1.5
6089,6,9,1.33
6089,6,10,1
6089,6,11,1
6089,6,12,1
6089,6,13,1.5
6089,6,14,1
6089,6,15,1
6089,6,16,1
6089,6,17,1
6089,6,19,1
6089,7,11,1
6089,7,12,1
6089,7,13,1
6090,1,8,3
6090,1,9,3
6090,1,10,3
6090,1,11,3.5
6090,1,12,3.5
6090,1,13,2
6090,1,14,1.5
6090,1,15,1
6090,1,16,1
6090,1,17,1
6090,1,18,1
6090,1,19,1
6090,1,20,1
6090,2,8,1.5
6090,2,9,2
6090,2,10,2
6090,2,11,1.5
6090,2,12,3
6090,2,13,2
6090,2,14,1
6090,2,15,1
6090,2,16,1
6090,2,17,1
6090,2,18,1
6090,2,19,1
6090,2,20,1
6090,3,8,2
6090,3,9,1.5
6090,3,10,2
6090,3,11,2
6090,3,12,3
6090,3,13,3
6090,3,14,2
6090,3,15,1
6090,3,16,1
6090,3,17,1
6090,3,18,1
6090,3,19,1
6090,3,20,1
6090,4,8,3
6090,4,9,2.5
6090,4,10,4
6090,4,11,2.5
6090,4,12,2.5
6090,4,13,2
6090,4,14,1
6090,4,15,1
6090,4,16,1
6090,4,17,1
6090,4,18,1
6090,4,19,1
6090,4,20,1
6090,5,8,4
6090,5,9,2.33
6090,5,10,3.5
6090,5,11,3.5
6090,5,12,3.5
6090,5,13,2
6090,5,14,2
6090,5,15,2
6090,5,16,2
6090,5,17,1
6090,5,18,1
6090,5,19,1
6090,5,20,1
6090,6,8,1
6090,6,9,1
6090,6,10,1.5
6090,6,11,1
6090,6,12,1
6090,6,13,1
6090,6,15,1
6099,1,8,8.5
6099,1,9,8.5
6099,1,10,7.75
6099,1,11,8.25
6099,1,12,8.75
6099,1,13,8.5
6099,1,14,8.25
6099,1,15,7
6099,1,16,6.5
6099,1,17,5.5
6099,1,18,4.25
6099,1,19,1.75
6099,1,20,2
6099,2,8,8.5
6099,2,9,8.25
6099,2,10,8.25
6099,2,11,8.5
6099,2,12,8.25
6099,2,13,9.75
6099,2,14,9.75
6099,2,15,8.25
6099,2,16,8
6099,2,17,5.75
6099,2,18,5
6099,2,19,3.25
6099,2,20,2.25
6099,3,8,9.25
6099,3,9,8
6099,3,10,8
6099,3,11,10
6099,3,12,8.5
6099,3,13,8
6099,3,14,8.75
6099,3,15,8
6099,3,16,6.5
6099,3,17,5.5
6099,3,18,4.75
6099,3,19,3
6099,3,20,2
6099,4,8,9.25
6099,4,9,9
6099,4,10,8
6099,4,11,9.75
6099,4,12,8.75
6099,4,13,9
6099,4,14,7.75
6099,4,15,9.25
6099,4,16,8
6099,4,17,7.5
6099,4,18,5.5
6099,4,19,3.25
6099,4,20,2.75
6099,5,8,10
6099,5,9,10.8
6099,5,10,11
6099,5,11,10.8
6099,5,12,11.8
6099,5,13,9.8
6099,5,14,9
6099,5,15,10.4
6099,5,16,9.2
6099,5,17,7.4
6099,5,18,7.4
6099,5,19,5
6099,5,20,3.2
6099,6,8,7.2
6099,6,9,7.6
6099,6,10,6.6
6099,6,11,8
6099,6,12,7.8
6099,6,13,7.2
6099,6,14,7
6099,6,15,6.4
6099,6,16,6.6
6099,6,17,5.8
6099,6,18,3.6
6099,6,19,2.8
6099,6,20,3.5
6099,7,8,2
6099,7,9,3
6099,7,10,3
6099,7,11,2
6099,7,12,3
6099,7,13,2
6099,7,14,3
6099,7,15,2
6099,7,16,2
6099,7,17,1
6099,7,18,1
6099,7,19,1
6186,1,8,1.5
6186,1,9,1.5
6186,1,10,1
6186,1,11,1
6186,1,12,1
6186,1,13,1.5
6186,1,16,1
6186,1,17,1
6186,1,20,1
6186,2,11,1
6186,2,12,1
6186,2,14,2
6186,2,15,1
6186,2,16,1
6186,2,17,1
6186,2,18,1
6186,3,8,1
6186,3,9,1
6186,3,10,1.5
6186,3,11,1
6186,3,12,1
6186,3,13,1
6186,3,14,1
6186,3,16,1
6186,4,8,2
6186,4,9,1
6186,4,10,2
6186,4,12,1
6186,4,15,1
6186,4,16,1
6186,4,18,1
6186,4,20,1
6186,5,9,1
6186,5,10,1.33
6186,5,11,1
6186,5,12,1
6186,5,13,1
6186,5,14,1
6186,5,15,2
6186,5,16,1
6186,5,17,2
6186,6,14,1
6186,6,16,1
6286,1,8,1
6286,1,9,1
6286,1,10,1
6286,1,11,1
6286,1,12,1
6286,1,14,1
6286,1,15,1
6286,1,16,1
6286,1,17,1
6286,1,18,1
6286,2,10,1
6286,2,13,1
6286,2,17,1
6286,3,10,1
6286,3,12,1
6286,3,14,1
6286,3,16,1
6286,3,20,1
6286,4,8,1
6286,4,10,2
6286,4,13,1
6286,4,15,1
6286,4,20,1
6286,5,9,1
6286,5,11,1
6286,5,14,1
6286,5,15,1
6286,5,16,1
6286,5,18,1
6286,5,20,1
6286,6,8,1.5
6286,6,9,3
6286,6,10,2
6286,6,11,1
6286,6,12,1
6286,6,14,1
6286,6,17,1
6286,7,14,1
6287,1,9,1.5
6287,1,10,1.33
6287,1,11,1
6287,1,12,1
6287,1,13,2
6287,1,14,1
6287,1,15,1
6287,1,16,1.5
6287,1,17,1
6287,1,18,1
6287,2,8,1.5
6287,2,9,3
6287,2,10,1
6287,2,11,1
6287,2,12,1.67
6287,2,13,2
6287,2,14,2
6287,2,15,1
6287,2,16,1
6287,2,18,1
6287,2,19,1
6287,2,20,1
6287,3,8,2.67
6287,3,9,3
6287,3,10,2
6287,3,11,2.67
6287,3,12,1.67
6287,3,13,1.5
6287,3,14,4
6287,3,15,2
6287,3,18,1
6287,3,19,1
6287,3,20,1
6287,4,8,1.5
6287,4,9,1.33
6287,4,10,1
6287,4,11,1
6287,4,12,1
6287,4,13,1.25
6287,4,14,2
6287,4,15,2
6287,4,16,1
6287,4,17,1
6287,4,18,1
6287,4,19,1
6287,4,20,1
6287,5,8,2
6287,5,9,2.5
6287,5,10,2
6287,5,11,1.5
6287,5,12,4
6287,5,13,2
6287,5,14,1.5
6287,5,15,2.5
6287,5,16,2
6287,5,17,1
6287,5,18,1
6287,5,19,1
6287,5,20,1.5
6287,6,8,1
6287,6,9,1
6287,6,11,1.5
6287,6,12,2
6287,6,14,1
6287,6,15,2
6287,6,16,1
6287,6,17,1
6287,6,18,1
6287,6,19,1
6287,6,20,1
7000,1,8,3
7000,1,9,2.5
7000,1,10,4
7000,1,11,2.33
7000,1,12,2
7000,1,13,4
7000,1,14,2.33
7000,1,15,1.75
7000,1,16,1.5
7000,1,17,1.75
7000,1,18,1.5
7000,1,19,2
7000,1,20,1
7000,2,8,3.33
7000,2,9,2
7000,2,10,1.5
7000,2,11,2.67
7000,2,12,2
7000,2,13,2.25
7000,2,14,2.25
7000,2,15,1
7000,2,16,1.75
7000,2,17,2
7000,2,18,2.67
7000,2,19,1.67
7000,2,20,2
7000,3,8,1.5
7000,3,9,1.75
7000,3,10,1.67
7000,3,11,2.5
7000,3,12,2.75
7000,3,13,1.5
7000,3,14,2.67
7000,3,15,2.25
7000,3,16,2.5
7000,3,17,1.33
7000,3,18,1.25
7000,3,19,2
7000,3,20,1.67
7000,4,8,2.33
7000,4,9,3
7000,4,10,2
7000,4,11,2
7000,4,12,1.5
7000,4,13,2.75
7000,4,14,3.5
7000,4,15,2.5
7000,4,16,1.67
7000,4,17,1.5
7000,4,18,1.5
7000,4,19,2.75
7000,4,20,3
7000,5,8,3
7000,5,9,3.25
7000,5,10,3.6
7000,5,11,2.25
7000,5,12,2
7000,5,13,1.5
7000,5,14,2.33
7000,5,15,1.8
7000,5,16,3.5
7000,5,17,2.67
7000,5,18,2.25
7000,5,19,1.75
7000,5,20,2
7000,6,8,1
7000,6,9,1.33
7000,6,10,2
7000,6,11,1.6
7000,6,12,1.75
7000,6,13,1.4
7000,6,14,2
7000,6,15,1.67
7000,6,16,1.5
7000,6,17,2
7000,6,18,2
7000,6,19,2.33
7000,6,20,1
7000,7,8,2
7000,7,9,1.75
7000,7,10,1
7000,7,11,1
7000,7,12,1.5
7000,7,13,1.6
7000,7,14,2
7000,7,15,1
7000,7,16,1.33
7000,7,17,1
7000,7,18,1.5
7000,7,19,1
7000,7,20,2
7001,1,8,4
7001,1,9,2.25
7001,1,10,2.67
7001,1,11,4.5
7001,1,12,4.33
7001,1,13,4.67
7001,1,14,4
7001,1,15,3.25
7001,1,16,3
7001,1,17,3.25
7001,1,18,3.25
7001,1,19,2
7001,1,20,2
7001,2,8,3.25
7001,2,9,2.75
7001,2,10,4
7001,2,11,7
7001,2,12,5
7001,2,13,4.25
7001,2,14,6.25
7001,2,15,3
7001,2,16,3
7001,2,17,2.5
7001,2,18,4
7001,2,19,3.25
7001,2,20,4
7001,3,8,3.25
7001,3,9,3.5
7001,3,10,3.75
7001,3,11,4
7001,3,12,5
7001,3,13,4.5
7001,3,14,4.75
7001,3,15,4
7001,3,16,3.5
7001,3,17,3
7001,3,18,2
7001,3,19,2.33
7001,3,20,2
7001,4,8,2.67
7001,4,9,3.33
7001,4,10,4
7001,4,11,6
7001,4,12,8
7001,4,13,5.25
7001,4,14,4.75
7001,4,15,4
7001,4,16,2.5
7001,4,17,4.67
7001,4,18,4.25
7001,4,19,3
7001,4,20,1.5
7001,5,8,4.2
7001,5,9,3.6
7001,5,10,4.2
7001,5,11,6.8
7001,5,12,6.2
7001,5,13,5.2
7001,5,14,6.4
7001,5,15,5.4
7001,5,16,3.8
7001,5,17,3
7001,5,18,2
7001,5,19,2
7001,5,20,1.75
7001,6,8,2
7001,6,9,1.75
7001,6,10,1.8
